,song_name,lyrics,stop_word_count,word_count,line_count,words_per_line,number_of_unique_words,duration,playcount,genre,rating
157,it's time to go,"When dinner cold chatter gets old
You ask tab
Or moment hes insisting friends
Look like that
When words sister come back whispers
That prove not
In fact seemed twin dreams
Shes crook caught

That old familiar body ache
The snaps little breaks soul
You know time go

Twenty years job
Then son boss gets spot yours
Or trying stay kids
When keeping break hearts worse

That old familiar body ache
The snaps little breaks soul
You know time go

Sometimes giving strong thing
Sometimes run brave thing
Sometimes walking one thing
That find right thing
Sometimes giving strong thing
Sometimes run brave thing
Sometimes walking one thing
That find right thing

Fifteen years fifteen million tears
Begging til knees bled
I gave gave nothing all
Then wondered I left
Now sits throne palace bones
Praying greed
Hes got past frozen behind glass
But Ive got me

That old familiar body ache
The snaps little breaks soul
I know time go

Sometimes giving strong thing
Sometimes run brave thing
Sometimes walking one thing
That find right thing
Sometimes giving strong thing
Sometimes run brave thing
Sometimes walking one thing
That find right thing
That find right thing
And know soul
You know soul
When time go
You know know know know
When time go
So go
Then go
You go
",153,320,54,5.925925925925926,101,254000,37955,[],11.621249234537661
158,Fearless (Taylor's Version),"Theres something bout way
The street looks rained
Theres glow pavement walk car
And know I wanna ask dance right there
In middle parking lot yeah
Oh yeah

Were driving road I wonder know
Im trying hard get caught now
But youre cool run hands hair
Absentmindedly making want you

And I dont know gets better this
You take hand drag head first fearless
And I dont know Id dance
In storm best dress fearless

So baby drive slow til run road onehorse town
I wanna stay right passengers seat
You put eyes me
In moment capture remember it

Cause I dont know gets better this
You take hand drag head first fearless
And I dont know Id dance
In storm best dress fearless
Oh oh

Well stood doorway
My hands shake Im usually way but
You pull Im little brave
Its first kiss flawless really something
Its fearless
Oh yeah

Cause I dont know gets better this
You take hand drag head first fearless
And I dont know Id dance
In storm best dress fearless
Cause I dont know gets better this
You take hand drag head first fearless
And I dont know Id dance
In storm best dress fearless

Oh oh
Ohoh yeah
",111,278,39,7.128205128205129,95,241000,18683,"['pop', 'rock', 'country', 'pop rock', 'country pop']",8.62159667743424
159,Fifteen (Taylor's Version),"You take deep breath walk doors
Its mornin first day
You say hi friends aint seen while
Try stay everybodys way
Its freshman year youre gonna here
For next four years town
Hopin one senior boys wink say
You know I havent seen around before

Cause youre fifteen somebody tells love you
Youre gonna believe them
And youre fifteen feelin like theres nothin figure out
Well count ten take in
This life know youre gonna be
Fifteen

You sit class next redhead named Abigail
And soon enough youre best friends
Laughin girls think theyre cool
Well outta soon can
And youre first date hes got car
And youre feelin like flyin
And mamas waitin youre thinkin hes one
And youre dancin round room night ends
When night ends

Cause youre fifteen somebody tells love you
Youre gonna believe them
And youre fifteen first kiss
Makes head spin round
But life youll things greater than
Dating boy football team
But I didnt know fifteen

When wanted wanted
Wish could go back tell know now
Back I swore I gonna marry someday
But I realized bigger dreams mine
And Abigail gave everything had
To boy changed mind
And cried

Cause youre fifteen somebody tells love you
Youre gonna believe them
And youre fifteen dont forget look fall
Ive found time heal anything
And might find youre supposed be
I didnt know I supposed be
At fifteen

Lalala lalala lalalala
Lalala lalala lalalala
Lalala lalala

Your first day
Take deep breath girl
Take deep breath walk doors
",130,335,50,6.7,148,294000,14579,"['pop', 'country', 'country pop']",7.855064655172414
160,Love Story (Taylor's Version),"We young I first saw you
I close eyes flashback starts
Im standing there
On balcony summer air
See lights see party ball gowns
See make way crowd
And say Hello
Little I know

That Romeo throwing pebbles
And daddy said Stay away Juliet
And I crying staircase
Begging Please dont go I said

Romeo take somewhere alone
Ill waiting theres left run
Youll prince Ill princess
Its love story baby say Yes

So I sneak garden see you
We keep quiet cause dead knew
So close eyes
Escape town little oh oh

Cause Romeo I scarlet letter
And daddy said Stay away Juliet
But everything me
I begging Please dont go I said

Romeo take somewhere alone
Ill waiting theres left run
Youll prince Ill princess
Its love story baby say Yes
Romeo save theyre trying tell feel
This love difficult real
Dont afraid well make mess
Its love story baby say Yes

Oh oh

And I got tired waiting
Wondering ever coming around
My faith fading
When I met outskirts town

And I said Romeo save Ive feeling alone
I keep waiting never come
Is head I dont know think
He knelt ground pulled ring said
Marry Juliet youll never alone
I love thats I really know
I talked dad go pick white dress
Its love story baby say Yes

Oh oh oh
Oh oh oh
Cause young I first saw you
",144,331,48,6.895833333333333,127,235000,101143,"['country', 'pop', 'rock', 'power pop', 'pop rock']",16.437997724687143
161,Hey Stephen (Taylor's Version),"Mmmmm mmmm
Mmmmm mmmm
Mmmmm mmmm yeah

Hey Stephen I know looks deceiving
But I know I saw light you
And walked talking
I didnt say half things I wanted to
Of girls tossing rocks window
Ill one waiting even cold
Hey Stephen boy might believing
I dont always alone

Cause I cant help look like angel
Cant help I wanna kiss rain so
Come feel magic Ive feeling since I met you
Cant help theres one else
Mmm I cant help myself

Hey Stephen Ive holding back feeling
So I got things say you
Ive seen I thought
But I never seen nobody shine way do
The way walk way talk way say name
Its beautiful wonderful dont ever change
Hey Stephen people always leaving
I think I stay same

Cause I cant help look like angel
Cant help I wanna kiss rain so
Come feel magic Ive feeling since I met you
Cant help theres one else
Mmm I cant help myself

Theyre dimming street lights youre perfect me
Why arent tonight
Im waiting alone come come out
And pull near shine shine shine
Hey Stephen I could give fifty reasons
Why I one choose
All girls well theyre beautiful
But would write song Hahaha

I cant help look like angel
Cant help I wanna kiss rain so
Come feel magic Ive feeling since I met you
Cant help theres one else
Mmm I cant help myself
If look like angel
Cant help I wanna kiss rain so
Come feel magic Ive feeling since I met you
Cant help theres one else
Mmm I cant help myself

Ahuh myself
Mmmmm I cant help myself
I cant help myself
Ohohoh
Mmmmm mmmm
Mmmmm mmmm
Mmmmm mmmm
",120,354,54,6.555555555555555,115,254000,15543,"['pop', 'country', 'country pop']",8.717330342120022
162,White Horse (Taylor's Version),"Say youre sorry face angel
Comes need to
As I paced back forth time
Cause I honestly believed you
Holdin days drag on
Stupid girl I shoulda known I shoulda known

That Im princess aint fairytale
Im one youll sweep feet lead stairwell
This aint Hollywood small town
I dreamer went let down
Now late white horse
To come around

Maybe I naïve got lost eyes
And never really chance
My mistake I didnt know love
You fight upper hand
I many dreams me
Happy endings I know

That Im princess aint fairytale
Im one youll sweep feet lead stairwell
This aint Hollywood small town
I dreamer went let down
Now late white horse
To come around

And knees
Beggin forgiveness beggin me
Just like I always wanted
But Im sorry

Cause Im princess aint fairytale
Im gonna find someone someday
Who might actually treat well
This big world small town
There rear view mirror disappearing now
And late white horse
Now late white horse
To catch now

Oh whoa whoa whoa
Try catch oh
Its late catch now
",124,265,39,6.794871794871795,107,234000,15053,['country'],8.736506094022054
163,You Belong With Me (Taylor's Version),"Youre phone girlfriend shes upset
Shes going something said
Cause doesnt get humor like I do
Im room typical Tuesday night
Im listening kind music doesnt like
And shell never know story like I do

Cause wears short skirts I wear Tshirts
Shes Cheer Captain Im bleachers
Dreaming bout day wake find
That youre looking whole time

If could see Im one understands you
Been along cant see
You belong belong me

Walking streets wornout jeans
I cant help thinking ought be
Laughing park bench thinking myself
Hey isnt easy
And youve got smile could light whole town
I havent seen since brought down
You say youre fine I know better that
Hey whatcha girl like that

She wears high heels I wear sneakers
Shes Cheer Captain Im bleachers
Dreaming day wake find
That youre looking whole time

If could see Im one understands you
Been along cant see
You belong me
Standing waiting back door
All time could know baby
You belong belong me

Oh I remember driving house
In middle night
Im one makes laugh
When know youre bout cry
I know favorite songs
And tell bout dreams
Think I know belong
Think I know me

Cant see Im one understands you
Been along cant see
You belong me
Standing waiting back door
All time could know baby
You belong belong me

You belong me
Have ever thought maybe
You belong me
You belong me
",159,348,49,7.1020408163265305,120,231000,28889,"['pop', 'country', 'country pop']",12.676173760421237
164,Breathe (Taylor's Version),"Taylor Swift
I see face mind I drive away
Cause none us thought gonna end way
People people sometimes change minds
But killing see go time

Mmmm mmmmmmmm
Mmmm mmmmmmmm

Taylor Swift Colbie Caillat
The music starts playing like end sad movie
Its kind ending dont really wanna see
Cause tragedy itll bring down
Now I dont know without around

And know never simple never easy
Never clean break one save me
Youre thing I know like back hand

And I cant breathe without I to
Breathe without I to

Never wanted never wanna see hurt
Every little bump road I tried swerve
But people people sometimes doesnt work out
And nothin say gonna save us fallout

And know never simple never easy
Never clean break one save me
Youre thing I know like back hand

And I cant breathe without I to
Breathe without I to

Its 2 AM feeling like I lost friend
Hope know easy easy me
Its 2 AM feeling like I lost friend
Hope know aint easy easy me

And know never simple never easy
Never clean break one save oh

I cant breathe without I to
Breathe without I to
Breathe without I to
Breathe without I to

Im sorry Im sorry Mmm
Im sorry Yeah yeah Im sorry
Im sorry Im sorry Ooh ooh
Im sorry
",110,294,40,7.35,96,263000,9015,"['pop', 'country', 'country pop']",8.997005988023952
165,Tell Me Why (Taylor's Version),"I took chance I took shot
And might think Im bulletproof Im not
You took swing I took hard
And ground I see are

Im sick tired attitude
Im feeling like I dont know you
You tell love cut down
And I need like heartbeat
But know got mean streak
Makes run cover youre around
Heres temper
Yes I remember said last night
And I know see youre doin me
Tell why

Well could write book on
How ruin someones perfect day
Well I get confused frustrated
Forget Im tryin say oh

Im sick tired reasons
I got one believe in
You tell want push around
And I need like heartbeat
But know got mean streak
Makes run cover youre around
Heres temper
Yes I remember said last night
And I know see youre doin me
Tell why

Why make feel small
So feel whole inside
Why put dreams
So youre thing mind

Im sick tired attitude
Feeling like I dont know you
You tell want cut down
Im sick tired reasons
Ive got one believe in
You ask love push around
Heres temper
Yes I remember said last night
And I know see youre doin me
Tell Why
Tell Oh

I take step back I let go
I told Im bulletproof
Now know
",133,302,46,6.565217391304348,95,200000,13904,[],8.700876095118899
166,You're Not Sorry (Taylor's Version),"All time I wasting hoping would come around
Ive giving chances every time let down
And taken long baby Ive figured out
And youre thinking well fine time around

You dont call anymore
I wont pick phone
This last straw
Dont wanna hurt anymore
And tell youre sorry
But I dont believe baby like I before
Youre sorry
No ohoh

Youre looking innocent I might believe I didnt know
Couldve loved life hadnt left waiting cold
And youve got share secrets
And Im tired last know oh
And youre asking listen
Cause worked time before

But dont call anymore
I wont pick phone
This last straw
Dont wanna hurt anymore
And tell youre sorry
But I dont believe baby like I before
Youre sorry
No ohoh
Youre sorry
No ohoh

You crawling honey
And never wouldve gone away no
You used shine bright I watched fade

So dont call anymore
I wont pick phone
This last straw
Theres nothing left beg for
And tell youre sorry
But I dont believe baby like I before
Youre sorry
No ohoh
Youre sorry
No ohoh

No no
Woah oh oh oh oh oh oh
Oh oh oh no
",117,269,44,6.113636363636363,88,261000,14298,[],9.124441608168475
167,The Way I Loved You (Taylor's Version),"He sensible incredible
And single friends jealous
He says everything I need hear like
I couldnt ask anything better
He opens door I get car
And says You look beautiful tonight
And I feel perfectly fine

But I miss screaming fighting kissing rain
And 2 AM Im cursing name
Youre love act insane
And thats way I loved you
Breaking coming undone
Its roller coaster kind rush
And I never knew I could feel much
And thats way I loved you

He respects space
And never makes wait
And calls exactly says will
Hes close mother
Talks business father
Hes charming endearing
And Im comfortable

But I miss screaming fighting kissing rain
And 2 AM Im cursing name
Youre love acted insane
And thats way I loved you
Breaking coming undone
Its roller coaster kind rush
And I never knew I could feel much
And thats way I loved you

He cant see smile Im faking
And hearts breaking
Cause Im feeling anything all
And wild crazy
Just frustrating
Intoxicating complicated
Got away mistake now

I miss screaming fighting kissing rain
Its 2 AM Im cursing name
Im love I acted insane
And thats way I loved you
Breaking coming undone
Its roller coaster kind rush
And I never knew I could feel much
And thats way I loved oh oh

Whoa whoa ohoh oh
And thats way I loved oh oh oh oh
Oh oh oh whoa
Never knew I could feel much
And thats way I loved you
",96,297,50,5.94,101,243000,18300,"['pop', 'country', 'country pop']",9.940249864204237
168,Forever & Always (Taylor's Version),"Once upon time
I believe Tuesday I caught eye
And caught onto something
I hold onto night
You looked eye told loved me
Were kidding
Cause seems me
This thing breaking almost never speak
I dont feel welcome anymore
Baby happened Please tell me
Cause one second perfect
Now youre halfway door

And I stare phone still hasnt called
And feel low cant feel nothing all
And flashback said Forever always
Oh rains bedroom
Everything wrong
It rains youre rains youre gone
Cause I said Forever always

Was I line
Did I say something way honest made run hide
Like scared little boy
I looked eyes
Thought I knew minute Im sure
So heres everything coming nothing
Heres silence cuts core
Where going
Thought I knew minute I dont anymore

And I stare phone still hasnt called
And feel low cant feel nothing all
And flashback said Forever always
Oh rains bedroom
Everything wrong
It rains youre rains youre gone
Cause I said Forever always
You didnt mean baby I dont think so

Oh back baby back up
Did forget everything
Back baby back up
Did forget everything

Cause rains bedroom
Everything wrong
It rains youre rains youre gone
Cause I said Forever always
Oh I stare phone still hasnt called
And feel low cant feel nothing all
And flashback said Forever always
And rains bedroom
Everything wrong
It rains youre rains youre gone
Cause I said Forever always
You didnt mean baby
You said Forever always yeah
",157,353,53,6.660377358490566,102,225000,15431,"['pop', 'rock', 'country', 'pop rock', 'country pop']",9.008172796263864
169,The Best Day (Taylor's Version),"Im five years old getting cold Ive got big coat on
I hear laugh look smiling I run run
Past pumpkin patch tractor rides
Look sky gold
I hug legs fall asleep way home

I dont know trees change fall
But I know youre scared anything all
Dont know Snow Whites house near far away
But I know I best day today

Im thirteen now
And dont know friends could mean
I come home crying hold tight grab keys
And drive drive found town far enough away
And talk window shop til Ive forgotten names

I dont know Im going talk school
But I know Im laughing car ride home you
Dont know long going take feel okay
But I know I best day today

I excellent father strength making stronger
God smiles little brother inside out
Hes better I am
I grew pretty house I space run
And I best days you

There video I found back I three
You set paint set kitchen youre talking me
Its age princesses pirate ships seven dwarfs
And Daddys smart
And youre prettiest lady whole wide world

And I know trees change fall
I know side even I wrong
And I love giving eyes
For staying back watching shine
And I didnt know knew Im taking chance say
That I best day today
",131,319,34,9.382352941176471,140,245000,12646,['country'],7.482840236686391
170,Change (Taylor's Version),"Well sad picture final blow hits you
Somebody else gets wanted and
You know another time place
Repeating history youre getting sick it
But I believe whatever do
And Ill anything see through

Because things change
Can feel now
These walls put hold us back fall down
This revolution time come
For us finally win
And well sing hallelujah well sing hallelujah
Oh oh

So weve outnumbered raided cornered
Its hard fight fight aint fair
Were getting stronger find things never found
They might bigger faster never scared
You walk away say dont need this
But theres something eyes says beat this

Cause things change
Can feel now
These walls put hold us back fall down
This revolution time come
For us finally win
And well sing hallelujah well sing hallelujah
Oh oh

Tonight well stand get knees
Fight weve worked years
And battle long fight lives
But well stand champions tonight

It night things changed
Can see now
When walls put hold us back fell down
Its revolution throw hands up
Cause never gave in
And well sing hallelujah sang hallelujah
Hallelujah
",87,234,37,6.324324324324325,114,279000,12561,"['pop', 'rock', 'pop rock']",8.140635126377187
171,Jump Then Fall (Taylor's Version),"I like way sound morning
Were phone without warning
I realize laugh best sound
I ever heard
I like way I cant keep focus
I watch talk didnt notice
I hear words I think is
We together

Every time smile I smile
And every time shine Ill shine you

Whoa oh Im feeling baby
Dont afraid to
Jump fall
Jump fall me
Baby Im never gonna leave you
Say wanna too
Cause Ima stay all
So jump fall

Well I like way hair falls face
You got keys me
I love freckle face oh
Ive never wrapped honey
I like way youre everything I ever wanted
I time think oover
And I say come closer
Take deep breath jump fall me

Cause every time smile I smile
And every time shine Ill shine you

Whoa oh Im feeling baby
Dont afraid to
Jump fall
Jump fall me
Baby Im never gonna leave you
Say wanna too
Cause Ima stay all
So jump fall

The bottoms gonna drop feet
Ill catch Ill catch you
When people say things bring knees
Ill catch you
The time gonna come youre mad could cry
But Ill hold night smile

Whoa oh I need baby
Dont afraid please
Jump fall
Jump fall me
Baby Im never gonna leave you
Say wanna too
Cause Ima stay all
So jump fall
Jump fall baby
Jump fall me

Every time smile I smile
And every time shine I shine
And every time youre here
Baby Ill show Ill show you
You jump fall jump fall
Jump fall yeah
",124,327,58,5.637931034482759,102,237000,17594,"['pop', 'country', 'country pop']",9.07843137254902
172,Untouchable (Taylor's Version),"Untouchable like distant diamond sky
Im reaching I cant tell why
Im caught Im caught you

Untouchable burning brighter sun
And youre close I feel like coming undone

In middle night Im dream
Its like million little stars spelling name
You got come come say well together
Come come little taste heaven

Its half full I wont wait day
I know youre saying youd anyway

But youre untouchable burning brighter sun
And youre close I feel like coming undone

In middle night Im dream
Its like million little stars spelling name
You got come come say well together
Come come oh
In middle night waking dream
I want feel side standing next me
You got come come say well together
Come come little taste heaven

Im caught you
Ohoh oh ohoh
But youre untouchable burning brighter sun
Now youre close I feel like coming undone

In middle night Im dream
Its like million little stars spelling name
You got come come say well together
Come come oh
In middle night Im dream
Its like million little stars spelling name
You got come come say well together
Come come come on
In middle night waking dream
I want feel side standing next me
You got come come say well together
Come come little taste heaven
And middle night Im dream
Its like million little stars spelling name
You got come come oh come come on
Come come oh oh oh

Its like million little stars spelling name
Theyre spelling name oh
",150,358,43,8.325581395348838,64,312000,17177,"['pop', 'country', 'country pop']",9.069165786694827
173,Forever & Always (Piano Version) (Taylor's Version),"Once upon time
I believe Tuesday I caught eye
And caught onto something
I hold night
You looked eye told loved me
Were kidding
Cause seems me
This thing breaking almost never speak
I dont feel welcome anymore
What happened Please tell me
Cause one second perfect
Now youre halfway door

And I stare phone still hasnt called
And feel low cant feel nothing all
And flashback said Forever always
And rains bedroom
Everything wrong
It rains youre rains youre gone
I said Forever always

Was I line
Did I say something way honest made run hide
Like scared little boy
I looked eyes
Thought I knew minute Im sure
So heres everything coming nothing
Heres silence cuts core
Where going
Thought I knew minute I dont anymore

And I stare phone still hasnt called
And feel low cant feel nothing all
You flashback said Forever always
Oh oh rains bedroom
Everything wrong
It rains youre rains youre gone
I said Forever always
You didnt mean baby I dont think oh

Oh back baby back up
Did forget everything
Back baby back up
Did forget everything
Back baby back up
Please back oh back up
Back baby back up


Cause rains bedroom
Everything wrong
It rains youre rains youre gone
I said Forever always
And I stare phone still hasnt called
And feel low cant feel nothing all
You flashback said forever always
And rains bedroom
Everything wrong
It rains youre rains youre gone
I said Forever always
You didnt mean baby
You said Forever always yeah
",159,361,56,6.446428571428571,103,267000,10674,[],7.900814211695041
174,Come In With The Rain (Taylor's Version),"I could go back every laugh
But I dont wanna go anymore
And I know steps door
But I dont wanna go anymore

Talk wind talk sky
Talk man reasons why
And let know find

Ill leave window open
Cause Im tired night call name
Just know Im right hoping
That youll come rain

I could stand sing song
But I dont wanna go far
And I Ive got I know heart
And dont even know I start

Talk talk tears
Talk man put here
And dont wait sky clear

Ill leave window open
Cause Im tired night call name
Just know Im right hoping
That youll come rain

Ive watched long screamed name
I dont know else I say

Ill leave window open
Cause Im tired night games
Just know Im right hoping
That youll come rain

I could go back every laugh
But I dont wanna go anymore
",78,199,30,6.633333333333334,60,0,16695,"['pop', 'country', 'country pop']",8.89451251997869
175,Superstar (Taylor's Version),"This wrong I cant help feel like
There aint nothing right babe
Misty morning comes I cant
Help wish I could see face
And I knew first note played
Id breaking rules see you
You smile beautiful smile girls front row
Scream name

So dim spotlight tell things like
I cant keep eyes you
Im one special another wideeyed girl
Whos desperately love you
Give photograph hang wall superstar

Morning loneliness
Comes around Im dreaming you
When world wakes today
Youll another town
And I knew I saw face
Id counting ways see you
You smile beautiful smile girls front row scream name

So dim spotlight tell things like
I cant take eyes you
Im one special another wideeyed girl
Whos desperately love you
Give photograph hang wall superstar

You played bars play guitar
And Im invisible everyone knows are
And youll never see sing sleep
Every night radio

So dim spotlight tell things like
I cant take eyes you
Im one special another wideeyed girl
Whos desperately love you
Give photograph hang wall superstar

Sweet sweet superstar
Superstar
",93,237,36,6.583333333333333,91,263000,16071,['country pop'],8.777170944838886
176,The Other Side Of The Door (Taylor's Version),"In heat fight I walked away
Ignorin words sayin
Tryna make stay
I said This time Ive enough
And youve called hundred times
But Im picking up

Cause Im mad I might tell over
But look little closer

I said Leave I really want you
To stand outside window throwin pebbles
Screamin Im love you
Wait pourin rain comin back more
And dont leave cause I know
All I need side door

Me stupid pride sittin alone
Goin photographs starin phone
I keep goin back things said
And I remember slamming door
And things I misread

Oh babe know everything
Tell couldnt see
When I left I wanted chase yeah

I said Leave I really want you
To stand outside window throwin pebbles
Screamin Im love you
Wait pourin rain comin back more
And dont leave cause I know
All I need side door

And Ill scream window
I cant even look you
I dont need I I I do
I say Theres nothing say
To make right I mean I mean it
But I mean is

I said Leave baby I want you
To stand outside window throwin pebbles
Screamin Im love you
Wait pourin rain comin back more
And dont leave cause I know
All I need side door

With face beautiful eyes
And conversation little white lies
And faded picture beautiful night
You carried car stairs
And I broke crying worth mess
After everything little black dress
After everything I must confess I need you
",125,327,47,6.957446808510638,122,0,18080,"['pop', 'country', 'country pop']",9.392207792207792
177,Today Was A Fairytale (Taylor's Version),"Today fairytale
You prince
I used damsel distress
You took hand picked six
Today fairytale
Today fairytale
Today fairytale
I wore dress
You wore dark grey tshirt
You told I pretty I looked like mess
Today fairytale

Time slows down
Whenever youre around

Can feel magic air
It must way kissed me
Fell love I saw standing there
It must way
Today fairytale
It must way
Today fairytale

Today fairytale
Youve got smile
That takes another planet
Every move make everything say right
Today fairytale
Today fairytale
All I say
Is getting much clearer
Nothing made sense til time I saw face
Today fairytale

Time slows down
Whenever youre around yeah

But feel magic air
It must way kissed me
Fell love I saw standing there
It must way
Today fairytale
It must way
Today fairytale

Time slows down
Whenever youre around
I feel heart
Its beating chest
Did feel it
I cant put down

But feel magic air
It must way kissed me
Fell love I saw standing there
It must way

But feel magic air
It must way kissed me
Fell love I saw standing there
It must way
Today fairytale
It must way
Today fairytale

Today fairytale
",139,283,57,4.964912280701754,76,0,16623,"['pop', 'country', 'country pop']",9.04899292324442
178,You All Over Me (Taylor's Version) (From The Vault),"Taylor Swift
Once last drop rain dried pavement
Shouldnt I find stain I never do
The way tires turn stones old county roads
They leave em muddy underneath
Reminds you
You find graffiti walls old bathroom stalls
You know scratch right off
Its used be
But like dollar pocket spent traded in
You cant change been
Reminds me

Taylor Swift Maren Morris
I lived I learned
Had got burned
Held held on
God knows long
And wasted time lost tears
Swore Id get here
But amount freedom gets clean
Ive still got me

The best worst day June
Was one I met you
With hands pockets
And Dont wish grin
Well I I smiled I melted like child
Now every breath air I breathe reminds then

And I lived I learned
Had got burned
Held held on
God knows long
And wasted time lost tears
Swore Id get here
But amount freedom gets clean
Ive still got me

I lived I learned
And found turn around
And see we
Were never really meant be
So I lied I cried
And I watched part die
Cause amount freedom gets clean
Ive still got me
Ive still got me
Still got me
",102,258,45,5.733333333333333,119,220000,4466,[],7.608177172061329
179,Mr. Perfectly Fine (Taylor's Version) (From The Vault),"Mr Perfect face
Mr Here stay
Mr Looked eye told would never go away
Everything right
Mr Ive waiting life
Mr Every single day end I side

But I got know Mr Change heart
Mr Leaves alone I fall apart
It takes everything get day
But wonderful see youre okay

Hello Mr Perfectly fine
Hows heart breaking mine
Mr Always right place right time baby
Hello Mr Casually cruel
Mr Everything revolves around you
Ive Miss Misery since goodbye
And youre Mr Perfectly fine

Mr Never told why
Mr Never see cry
Mr Insincere apology doesnt look like bad guy
He goes day
Forgets ever even heard name
Well I thought might different rest I guess youre same

Cause I hear hes got arm round brandnew girl
Ive pickin heart hes pickin her
And I never got past put through
But wonderful see never fazed you

Hello Mr Perfectly fine
Hows heart breakin mine
Mr Always right place right time baby
Hello Mr Casually cruel
Mr Everything revolves around you
Ive Miss Misery since goodbye
And youre Mr Perfectly fine

So dignified wellpressed suit
So strategized eyes you
Sashay away seat
Its best seat best room
Oh hes smug Mr Always wins
So far every sense
So far feeling anything

And really shame
Its shame
Cause I Miss Here stay
Now Im Miss Gonna alright someday
And someday maybe youll miss me
But youll Mr Too late

Goodbye Mr Perfectly fine
Hows heart breakin mine
Mr Always right place right time baby
Goodbye Mr Casually cruel
Mr Everything revolves around you
Ive Miss Misery last time
And youre Mr Perfectly fine
Youre perfectly fine
Mr Looked eye told would never go away
You said youd never go away
",123,355,57,6.228070175438597,137,277000,18573,['george'],23.96516129032258
180,We Were Happy (Taylor's Version) (From The Vault),"We used walk along streets
When porch lights shining bright
Before I somewhere be
Back night happy
I recall good back snuck circus
You threw arms around neck back I deserved it
And happy

When good baby good baby
We showed em up
No one could touch way laughed dark
Talking bout daddys farm gonna buy someday
And happy

We used watch sun go boats water
Thats sorta I feel right now
And goodbyes much harder cause happy

When good baby good baby
We showed em up
No one could touch way laughed dark
Talking bout daddys farm gonna buy someday
And happy
We happy

Oh I hate voices telling Im love anymore
But dont give choices thats tears for
Cause happy happy

When good baby good baby
We showed em up
No one could touch way laughed dark
Talking bout daddys farm
And gonna marry me
And happy
Yeah happy
Ohoh ohohoh
We happy
",95,218,33,6.606060606060606,82,244000,6750,[],8.858267716535433
181,That's When (Taylor's Version) (From The Vault),"Taylor Swift
You said I know
When I said I need time need space
To think this
You watched go
And I knew my
Words hard hear
And harder ever take back
And I said When III come back

Taylor Swift Keith Urban
And said thats when
When I wake morning
Thats sunny storming
Laughing Im crying
And thats Ill waiting front gate
Thats I see face
Ill let baby thats when
Mm mm

I said I know
When said I wrong
Made mistakes
And put this
Then phone
Came tears
And I said Leave past
And said When III come back

And I said thats when
When I wake morning
Thats sunny storming
Laughing Im crying
And thats Ill waiting front gate
Thats I see face
Ill let baby thats when

Taylor Swift
And said Honestly
When gone
Did ever think me
And I said

Taylor Swift Keith Urban
Thats I woke morning
Thats sunny storming
Laughing I crying
And thats waiting front gate
Thats I saw face
You let baby thats when

Thats I wake morning Yeah
Thats sunny storming
When Im laughing Im crying
Thats Ill waiting front gate
That I miss thats I want you
Thats I see face
Thats I love thats when
",119,276,52,5.3076923076923075,72,189000,4223,[],8.074569789674952
182,Don't You (Taylor's Version) (From The Vault),"Hey I knew Id run somewhere
Its I didnt mean stare
I heard shes nothin like me
Im sure shell make happy

But dont you
Dont smile ask Ive been
Dont say youve missed dont want again
You dont know much I feel I love still
So dont dont you

Ah ah ah ah

Sometimes I really wish I could hate you
Ive tried thats somethin I cant do
My heart knows truth is
I swore I wouldnt this

But dont you
Dont smile ask Ive been
Dont say youve missed dont want again
You dont know much I feel I love still
So dont dont you

So I walk outta tonight
Try go life
And say Were still friends
I dont wanna pretend
So I see again

Dont Dont you
Dont smile ask Ive been
Dont Dont say youve missed dont want again
You dont You dont know much I feel I love still
So dont dont you

Ah ah ah ah
Dont ah ah ah
",70,207,31,6.67741935483871,72,0,7126,[],9.278645833333334
183,Bye Bye Baby (Taylor's Version) (From The Vault),"It wasnt like movie
The rain didnt soak clothes skin
Im driving away I I guess could say
This last time Ill drive way again
Lost gray I try grab fray
Cause I I still love I cant

Bye bye everything I thought side
Bye bye baby
I want back come nothing
And I sympathy
Cause took home couldnt keep me
Bye bye baby
Bye bye baby

The picture frame empty
On dresser vacant like me
I see writing dash
Then back hesitation
I sure everything
Everything I thought wed always have
Guess I never doubted it
Then floods in
Feels like Im becoming part past

Bye bye everything I thought side
Bye bye baby
I want back come nothing
And I sympathy
Cause took home couldnt keep me
Bye bye baby

And theres much I cant touch
Youre I want enough time
And pages slipping hands
And Im scared ends

Bye bye everything I thought side
Bye bye baby
I want back come nothing
And I sympathy
Cause took home couldnt keep me

Bye bye everything I thought side
Bye bye baby
I want back come nothing
And I sympathy
Cause took home couldnt keep me
Oh took home I thought gonna keep me
Bye bye baby
Bye bye baby
",132,299,45,6.644444444444445,88,0,6882,[],8.88
