Index,Artist,Title,Mood,lyrics
ML437,Led Zeppelin,Bring It On Home,relaxed,"17 ContributorsBring It On Home Lyrics[Verse 1]
Baby, baby
I'm gonna bring it on home to you
I've got my ticket, I've got that load
Got up, gone higher, all aboard
I'll take my seat, right way back, ooh yeah
Watch this train roll down the track
I'm gonna bring it on home
Bring it on home to you
Watch out, watch out...[?]

[Verse 2]
Try to tell you, baby
What you trying to do?
Trying to love me, baby
And love some other men too
Bring it on home, bring it on home
Went a little walk downtown
Messed and got back late
Found a note there waiting
It said, ""Daddy, I just can't wait.""
Bring it on home, bring it on home
Bring it back home, bring it back home to me, baby

[Verse 3]
Tell you, pretty baby
You love to mess me 'round
I'm going to give you loving, baby
Going to move you out of town
Bring it on home, bring it on home
Sweetest little baby daddy ever saw
I'm going to give you loving, baby
I'm going to give you more
Bring it on home, bring it on home
Bring it on home, oh, right
You might also like[Outro]
Bring it on home, bring it on home to you4Embed"
ML438,Scorpions,Coming Home,relaxed,"7 ContributorsComing Home Lyrics[Verse 1]
Every morning when I wake up yawning
I'm still far away
Trucks still rolling through the early morning
To the place we play

Boy you're home, you're dreaming, don't you know
The tour's still far away
Boy you're home, you're dreaming, don't you know
You're having just a break

Dream we're going out on stage, it feels like
Coming home again
Dream we're going out on stage, it feels like
Coming home again
Dream we're going out on stage, it feels like

[Verse 2]
Year after year out on the road
It's great to be here to see you all
I know, for me it is like
Coming home

[Verse 3]
Day after day out on the road
There's no place too far that we wouldn't go
We go wherever you like
To rock 'n' roll
See Scorpions LiveGet tickets as low as $435You might also like[Bridge]
Jump on the seats, put your hands in the air
Give me a shout, let me hear you're out there
The wilder you scream for some more rock 'n' roll
The higher we'll go

[Verse 4/Outro]
Year after year out on the road
It's great to be here to rock you all
I know, for me it is like
Coming home
Coming home
I know, for me it is like
Coming home
Coming home
Like coming home
Coming home
Like coming home
Coming home
Like coming home
Coming home
Like coming home
Coming home2Embed"
ML439,Brian McKnight,Love Of My Life,happy,"3 ContributorsLove of My Life LyricsFirst,first time I look into your eyes
I saw heaven-oh-heaven in your eyes
Everything I did before you
Wasn't worth my time
It should've been you
You all the time
I do anything and everything
To please you
You know how much I need you
You're always always on my mind

[Chorus]
You're more than wonderful
More than amazing
The irreplaceable love of my life
You're so incredible
Here in these arms of mine
The irreplaceable love of my life

Always seem like a reality
Forever don't seem so far away
All I want to do
All I want to feel
All I want be is close to you (close to you)
Everyday is my lucky day
All I want to do is love you
I place no one above you
I tell you why
See Brian McKnight LiveGet tickets as low as $65You might also like[Chorus]
You're more than wonderful
More than amazing
The irreplaceable love, love of my life
You're so incredible
Here in these arms of mine
The irreplaceable love of my life

Baby you know
You know you're my one and only
All I want to do is be together
Shawty you know I'll never leave you lonely
In your eyes, In your eyes I see forever

Ohhhhhhhhhhhhhhh Ohhhhhhhhhh oh oh
Ohhhhhhhh Ohhhhhhhhhhhhhh oh oh

[Chorus]
You're more than wonderful
More than amazing
The irreplaceable love of my life
You're so incredible
Here in these arms tonight
The irreplaceable love of my life1Embed"
ML440,Lionel Richie,Penny Lover,happy,"7 ContributorsPenny Lover Lyrics[Chorus 1]
Penny lover, don't walk on by
Penny lover, don't you make me cry
Can't you see, girl, who my heart's beating for?
You're the only girl that I adore

[Verse 1]
The first time I saw you
Oh, you looked so fine
And I had a feeling
One day you'd be mine
Honey, you came along and captured my heart
Now my love is somewhere lost in your kiss
When I'm all alone it's you that I miss
Girl, a love like yours is hard to resist, oh

[Chorus 2]
Penny lover, my love's on fire
Penny lover, you're my one desire
Tell me, baby, could this be true?
That I could need someone like I need you?

[Verse 2]
Nights warm and tender
Lying next to you
Girl, I surrender
What more can I do?
I've spent all of my life in search of your love
Now there's one more thing I'd like to say
Don't you ever take your sweet love away
Girl, I'll do anything, just please stay, oh
You might also like[Bridge]
I don't understand it, oh, what's come over me?
But I'm not gonna worry, no, not anymore
'Cause when a man's in love, he's only got one story
That's why my love is somewhere lost in your kiss
When I'm lost and alone it's you that I miss
With a love like yours, it's hard to resist, oh
(I'm gonna say this again)

[Chorus 3]
Penny lover, don't you walk on by (Don't you walk on by)
Penny lover, don't you make me cry (Don't you make me cry, baby)
Penny lover, don't you walk on by (Don't you walk on by)
Penny lover, don't you make me cry (Oh, penny baby)
Penny lover, don't you walk on by (Don't you walk on by)

[Outro]
I remember the first time I saw you baby
Penny lover, don't you make me cry
You had the look in your eye, you had the look in your eye, yeah, yeah
Ooh, pretty baby
I just wanted to reach out and touch you, baby
I wanna reach out and hold you, I wanna reach out and say ooh
Woah, oh no, now
Don't make me cry
I wanna talk about you every day (Penny lover)
Need you, baby (Ooh), need you, baby
Oh, penny (Penny lover, ooh)
Oh, penny baby
Can't you see I need you, baby? (Penny lover, ooh)
Don't you walk on by, ooh (Penny lover, ooh)
Can't you see that I need you, baby?
My penny (Penny lover, ooh)
Don't you walk on by, oh, oh, penny
My baby
Don't you walk on byEmbed"
ML441,Lisa Stansfield,Change,happy,"7 ContributorsChange LyricsIf I could change the way I live my life today
I wouldn't change a single thing
'Cause if I change my world into another place
I wouldn't see your smiling face

Honey, don't you worry
There's nothing to worry for
'Cause if I didn't love you I wouldn't be here now
And if I didn't want you
I would have turned around by now

You've got to believe me, babe
Believe that I love you so
'Cause if I didn't love you, I would have turned around
And if I didn't want you
Then I would want you out

This love, this love has filled me up
Ooh, my love, I'll never give you up
'Cause I'll always want your love

If I could change the way I live my life today
I wouldn't change a single thing
'Cause if I change my world into another place
I wouldn't see your smiling face
See Lisa Stansfield LiveGet tickets as low as $101You might also likeBelieving is the answer, the answer to all your fears
When I first said I loved you, I went in for the kill
Now when I say I love you, I mean I always will

This love, this love has filled me up
Ooh, my love, I'll never give you up
'Cause I'll always want your love

If I could change the way I live my life today
I wouldn't change a single thing
'Cause if I change my world into another place
I wouldn't see your smiling face

This love, this love has filled me up
Ooh, my love, I'll never give you up
'Cause I'll always want your love

If I could change (change) the way (way) I live my life today
I wouldn't change a single thing
'Cause if I change (change) my world (world) into another place
I wouldn't see your smiling faceEmbed"
ML442,Celine Dion,Love Can Move Mountains,happy,"9 ContributorsLove Can Move Mountains Lyrics[Intro]
Faith
Trust
Love, love
Love can
Love can move mountains

[Verse 1]
There ain't a dream that don't have the chance to come true now
It just takes a little faith, baby
Anything that we want to do we can do now
There ain't nothing in our way, baby
Nothing our love couldn't rise above
We can get through the night
We can get through the light
Long as we got our love to light the way
Yeah, yeah, yeah, yeah, yeah

[Chorus]
With a little faith
Just a little trust
If you believe in love
Love can move mountains
Believe in your heart
And feel, feel it in your soul
And love, love can
Love can move mountains
Oh yeah, baby
You might also like[Verse 2]
Oceans deep and mountains high
They can't stop us
Because love is on our side, baby
We can reach the heavens and touch the sky
Just believe it, believe in you and I, baby
If we got love that is strong enough
We can do anything
We can through anything (We can do anything)
'Cause through it all, love will always find a way
Yeah, yeah, yeah, yeah, yeah

[Chorus]
Just a little faith
Just a little trust
If you believe in love
Love can move mountains
Believe in your heart
And feel, feel it in your soul
And love, baby, love can
Love can move mountains

[Bridge]
(Trust) You got to feel it, baby (Love)
(Love can, love can move mountains)
You got to feel it, baby (Trust)
(Love) You need love
(Love can, love can move mountains)
(Trust) You got to feel it, baby (Love)
(Love can, love can move mountains)
Oh, yeah
[Pre-Chorus]
You believe in me
I believe in you
If we believe in each other
Nothing we can't do
If we got love that is strong enough
Then we'll find a way

[Chorus]
Just a little faith
Just a little trust
If you believe in love
Love can move mountains
Believe in your heart
And feel, feel it in your soul
And love
Love can move mountains

[Bridge]
(Trust, love)
You need love (Love can, love can move mountains)
You got to feel it, baby (Trust, love)
Love can
Love can move mountains (Trust)
Love (Love can, love can move mountains)
If you believe in me and I believe in you (Trust)
We can believe in each other, baby (Love)
(Love can, love can move mountains)
[Verse 4]
Love will find a way (Trust)
Love will find a way, baby (Love)
We believe in each other (Love can, love can move mountains)
Oh, baby (Trust)
We need love (Love)
Love can move mountains
(Love can, love can move mountains)

[Outro]
Believe in your feeling, love
Love
You got to believe it, baby
You got to, you got to, you got to, you got to, you got to
You got to feel it, baby, babyEmbed"
ML443,Jah Cure,Love Is,happy,"4 ContributorsLove Is Lyrics[Intro]
Yeah you know, Rasta live
Universal sign of love
Love is the answer my friend
And love is the only way

[Verse 1: Jah Cure]
Yeah, true love you can find yourself
And call a true identities
Love your brother, love your sister
Love one another the universal sign
I'll take it from here

[Hook]
Love is much more to life than just words
Love means much more than to say you love
Love is call on me brother
Love is call on me sister

[Verse 2: Jah Cure]
When you love someone, love from the heart
Cause love is the start, yeah
Love is the answer for every question
Just ask yourself why, why?
Love is the key to open the door
When they close in your face
Love shows you the way when you are lost, lost
And can't find your way
You might also like[Hook]

[Verse 3: Jah Cure]
Love is the only thing we have to share
Don't you forget that I hope you hear
Sending my message to you out there
I hope you get it clear, yeah
Do not mistake me
And mistake every sound
Whenever you see my face
Always a smile contracts a frown1Embed"
ML444,Jody Watley,Looking For A New Love,happy,"7 ContributorsLooking for a New Love Lyrics[Verse 1]
I gave you love
You did me wrong
I didn't know what to do
But baby, I'm strong
I'll get over you
A new boy I'm gonna choose
You'll see

My love was true
Still you threw it all away
Now other guys will have me
They'll appreciate my love
Tell me, how does it feel?

[Pre-Chorus]
You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new

[Chorus]
I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah
You might also like[Verse 2]
Was she hot?
Did she turn you out?
Curiosity rules my brain
Was she worth my heart
It's torn all apart
Are you going back again?
Tell me

My love was true
Still you threw it all away
But now your like the rest
Unworthy of my best
Hasta la vista, baby

[Pre-Chorus]
You know that I needed you
You know that you meant the world to me
You know I had to have you
Now I'm gonna find somebody new

[Chorus]
I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah
I'm looking for a new love, baby
A new love, yeah, yeah, yeah

[Bridge]
Other guys will have me
They'll appreciate my love
Tell me, how does it feel?
Now you're like the rest
Unworthy of my best
Hasta la vista, baby

[Outro]
I'm looking for a new love, baby
A new love
I'm looking for a new love, baby
A new love
I'm looking for a new love, baby
A new loveEmbed"
ML445,Bobby Darin,Dream Lover,relaxed,"15 ContributorsDream Lover Lyrics[Verse 1]
Every night I hope and pray
A dream lover will come my way
A girl to hold in my arms
And know the magic of her charms

[Chorus 1]
'Cause I want (Yeah-yeah, yeah)
A girl (Yeah-yeah, yeah)
To call (Yeah-yeah, yeah)
My own (Yeah-yeah, yeah)
I want a dream lover
So I don't have to dream alone

[Chorus 2]
Dream lover, where are you
With a love, oh, so true
And the hand that I can hold
To feel you near as I grow old

[Chorus 1]
'Cause I want (Yeah-yeah, yeah)
A girl (Yeah-yeah, yeah)
To call (Yeah-yeah, yeah)
My own (Yeah-yeah, yeah)
I want a dream lover
So I don't have to dream alone
You might also like[Bridge]
Someday, I don't know how
I hope she'll hear my plea
Some way, I don't know how
She'll bring her love to me

[Chorus 2]
Dream lover, until then
I'll go to sleep and dream again
That's the only thing to do
Till all my lover's dreams come true

[Chorus 1]
'Cause I want (Yeah-yeah, yeah)
A girl (Yeah-yeah, yeah)
To call (Yeah-yeah, yeah)
My own (Yeah-yeah, yeah)
I want a dream lover
So I don't have to dream alone

[Chorus 2]
Dream lover, until then
I'll go to sleep and dream again
That's the only thing to do
Till all my lover's dreams come true
[Chorus 1]
'Cause I want (Yeah-yeah, yeah)
A girl (Yeah-yeah, yeah)
To call (Yeah-yeah, yeah)
My own (Yeah-yeah)
I want a dream lover
So I don't have to dream alone

[Outro]
Please don't make me dream alone
I beg you don't make me dream alone
No, I don't wanna dream alone4Embed"
ML446,The Archies,"Sugar, Sugar",relaxed,"18 ContributorsSugar, Sugar Lyrics[Chorus]
Sugar, ah honey honey
You are my candy girl
And you've got me wanting you
Honey, ah sugar sugar
You are my candy girl
And you've got me wanting you

[Verse 1]
I just can't believe the loveliness of loving you
(I just can't believe it's true)
I just can't believe the wonder of this feeling, too
(I just can't believe it's true)

[Chorus]
Ah sugar, ah honey honey
You are my candy girl
And you've got me wanting you
Ah honey, ah sugar sugar
You are my candy girl
And you've got me wanting you

[Verse 2]
When I kissed you, girl, I knew how sweet a kiss could be
(I know how sweet a kiss can be)
Like the summer sunshine pour your sweetness over me
(Pour your sweetness over me)
You might also like[Pre-Chorus]
Sugar, pour a little sugar on it honey
Pour a little sugar on it baby
I'm gonna make your life so sweet, yeah yeah yeah
Pour a little sugar on it oh yeah
Pour a little sugar on it honey
Pour a little sugar on it baby
I'm gonna make your life so sweet, yeah yeah yeah
Pour a little sugar on it honey

[Chorus]
Ah sugar, ah honey honey
You are my candy girl
And you've got me wanting you
Oh honey, honey, sugar sugar...
You are my candy girl14Embed"
ML447,Gwen Mccrae,Rockin' Chair,relaxed,"4 ContributorsRockin’ Chair LyricsSexy baby, good loving daddy
Let me be your rocking chair
Just rock me away from here
Let's get in on; come to me baby
Let me be your rocking chair
Just rock me away from here

Let your arms shelter me from all hurt and pain
Light my heart with your everlasting flame

Sexy baby, good loving daddy
Let me be your rocking chair
Rock me away from here
Let's get it on; come to me baby
Let me be your rocking chair
Rock me away from here

Rock me gently;
Make me feel like a cloud in the sky
Whisper softly;
Let my heart take wing and fly

Sexy baby, good loving daddy
Let me be your rocking chair
Just rock me away from here
Let's get it on; come to me honey
Let me be your rocking chair
Rock me away from here
You might also likeJust rock me baby
In my rocking chair, baby
All night long till the morning comes
Just you, baby
Just rock me hun; rock me baby
Till the midnight hour
In my rocking chair
All night long
Come on baby, sexy baby
Let me be your rocking chair
Just rock me away from here
Come on baby, sexy honey
Let me be your rocking chair
Just rock me away from here
Rock me babyEmbed"
ML448,Whitney Houston,You Give Good Love,happy,"18 ContributorsYou Give Good Love Lyrics[Intro]
Ooh, ooh

[Verse 1]
I found out what I've been missing
Always on the run
I've been looking for someone

[Pre-Chorus]
Now you're here, like you've been before
And you know just what I need
It took some time for me to see, yeah

[Chorus]
That you give good love to me
Baby, it's so good
Take this heart of mine into your hands
You give good love to me (You give good love to me)
It's never (Never too much, will never be) too much
Baby, you give good love (Oh)

[Verse 2]
Never stopping
I was always searching for that perfect love
The kind that girls like me dream of, mm
You might also like[Pre-Chorus]
Now you're here, like you've been before
And you know just what I need
It took some time for me to see

[Chorus]
That you give good love to me
Baby, it's so good
Take this heart of mine into your hands
You give good love to me (You give good love to me)
It's never (Never too much, will never be) too much
Baby, you give good love, ooh

[Bridge]
Now I, I can't stop looking around
It's not what this love's all about
Our love is here to stay, to stay

[Chorus]
Baby, you give good love (You give good love to me)
You give (Never too much, will never be)
So good
Take this heart of mine into your hands
You give good love to me (You give good love to me)
It's never (Never too much, will never be), never too much
No, no, no, no, no, you give good love to me
[Outro]
(You give good love to me) It's so good
(You give good love, baby) So good, woo-hoo
(You give good love, darling)
Into your hands (You give, you give, give it)
(You give good love, honey) Woo-hoo
(You give good love, baby)
(You give good love, darling)
(You give, you give, give it)
(You give good love to me) Good love
(You give good love, baby) Good love, yeah, you do
(You give, you give, give it)
(You give good love, darling) You know what I need
(You give, you give, give it) Never too much, never will be
(You give good love, darling)
(You give, you give, give it)
(You give good love, honey)4Embed"
ML449,Paul Anka,Puppy Love,happy,"20 ContributorsTranslationsPortuguêsPuppy Love Lyrics[Verse 1]
And they called it puppy love
Oh, I guess they'll never know
How a young heart really feels
And why I love her so
And they called it puppy love
Just because we're, we're seventeen
Tell them all it, please tell them it isn't fair
To take away my only dream

[Verse 2]
I cry each night my tears for you
My tears are all in vain
I hope and I'll pray that maybe someday
You'll be back (You'll be back), in my arms (in my arms)
Once again (Will be back in my arms once again)

[Verse 3]
Someone help me, help me, help me please
Is the answer up above?
How can I, oh, how can I tell them
This is not a puppy love? (This is not a puppy love)
Someone help me, help me, help me please
Is the answer up above?
How can I ever tell them
This is not a puppy love?
(This is not a puppy love)See Paul Anka LiveGet tickets as low as $29You might also like1Embed"
ML450,Harold Melvin & The Blue Notes,Don't Leave Me This Way,happy,"15 ContributorsDon’t Leave Me This Way Lyrics[Verse 1: Teddy Pendergrass]
Don't leave me this way
I can't survive, I can't stay alive
Without your love
Don't leave me this way, no
I can't exist, I will surely miss
Your tender kiss
Don't leave me this way
Don't leave me this way
A broken man with empty hands
Baby please, please
Don't leave me this way

[Chorus: Teddy Pendergrass]
Oh baby
My heart is full of love and desire for you
So come on down and do what you've got to do
You started this fire down in my soul
Now can't you see it's burning out of control
So come on down and satisfy the need in me
'Cause only your good loving can set me free
Free, free

[Verse 2: Teddy Pendergrass]
Don't leave me this way
'Cause it would be wrong
To string along a love so true
Don't leave me this way
Don't you understand I'm at your command
So baby please, please don't leave me this way
You might also likeDon't leave me this way
I can't survive
Can't stay alive
Without your love
Don't leave me this way

[Chorus: Teddy Pendergrass]
Oh baby
My heart is full of love and desire for you
Now come on down and do what you've got to do
You started this fire down in my soul
Now can't you see it's burning, out of control
Now come on down and satisfy the need in me
'Cause only your good loving can set me free

[Bridge: Teddy Pendergrass & The Blue Notes]
I need it
Right now
Say I need it
I, I, I, I need your loving, baby

Please, please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
Please, please don't go
[Outro: Teddy Pendergrass]
See, well
I don't want you to go
See, I love you
You can't go
Will you stay with me?
Stay, stay, stay with me
Baby please, yeah
Baby please1Embed"
ML451,Gyptian,Beautiful Lady,relaxed,"3 ContributorsBeautiful Lady LyricsYeahhhh
Ohhhhh
Yeahhhhh
Ohhhhh No No No No
I just want you to know
I just want you to know
Yeahhh

Sta na na na na na na na na
Na na na na na na na

Just the other day
Said I ran into this beautiful lady
She asked me my name
And I told her it's Gyptian
Immediately she said
Boy I gotta give you something from her body
And I said baby quickly
She said don't want you to tell nobody
That I gave it to you so easy
I said with me baby ya don't need to worry
She said Ohh and Ahhh
She never felt so right
I said Yes my baby
Bring it on me tonight
She said Ohh and Ahhh
She never felt so right
I said Yes my baby
Bring it on me tonight
You might also likeWoman of my dreams
You have become reality
Part of my subconsciousness
And my immortality
I'm the happiest man in the world
Because I have you for my girl
And I promise you my baby
I'm gonna take you on tours around the world
Yeah baby
She said Ohh and Ahh
She never felt so right
I said Yes my baby
Bring it on me tonight
She said Ohh and Ahhh
She never felt so right
I said Yes my baby
Bring it on me tonight

Just the other day
Said I ran into this beautiful lady
She asked me my name
And I told her it's Gyptian
Immediately she said
Boy I gotta give you something from her body
And I said baby quickly
She said don't want you to tell nobody
That I gave it to you so easy
I said With me baby ya don't need to worry
She said Ohhh
Never felt so right
I said Yeahhh yeahh yeahh yeahh
Bring it on Gyptian tonight

Ohhhhh ohhhh ahh yeah ohhhh
Baby, bring it on me5Embed"
ML452,Bob Marley & The Wailers,So Much Trouble In The World,angry,"20 ContributorsSo Much Trouble in the World Lyrics[Intro]
So much trouble in the world
So much trouble in the world

[Verse 1]
Bless my eyes this morning
Jah sun is on the rise once again
The way earthly thing's are going
Anything can happen
You see men sailing on their ego trip
Blast off on their spaceship
Million miles from reality
No care for you, no care for me

[Verse 2]
So much trouble in the world;
So much trouble in the world
All you got to do: give a little (give a little)
Give a little (give a little), give a little (give a little)!
One more time, ye-ah! (give a little) Ye-ah! (give a little)
Ye-ah! (give a little) Yeah!

[Verse 3]
So you think you've found the solution
But it's just another illusion!
(So before you check out this tide)
Don't leave another cornerstone
Standing there behind, eh-eh-eh-eh!
We've got to face the day
(Ooh) Ooh-wee, come what may
We the street people talking
Yeah, we the people struggling
You might also like[Verse 4]
Now they sitting on a time bomb; (Bomb-bomb-bomb! Bomb-bomb-bomb!)
Now I know the time has come: (Bomb-bomb-bomb! Bomb-bomb-bomb!)
What goes on up is coming on down, (Bomb-bomb-bomb! Bomb-bomb-bomb!)
Goes around and comes around. (Bomb-bomb-bomb! Bomb-bomb-bomb!)

[Outro]
So much trouble in the world
So much trouble in the world
So much trouble in the world
There is so much trouble (so much trouble in the world)
There is so much trouble
There is so much trouble (so much in the world)
There is so much trouble
There is so much trouble in the world (so much trouble in the world)
There is (so much in the world)
(So much trouble in the world)3Embed"
ML453,Donna Summer,Love To Love You Baby,happy,"21 ContributorsLove to Love You Baby Lyrics[Chorus]
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby

[Verse 1]
When you're laying so close to me
There's no place I'd rather you be
Than with me

[Chorus]
I love to love you, baby (Oh, love to love ya)
I love to love you, baby
I love to love you, baby

[Verse 2]
Do it to me again and again
You put me in such a awful spin
In a spin, in-uh

[Chorus]
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
You might also like[Verse 3]
Lay your head down real close to me
Soothe my mind and set me free
Set me free, uh

[Breakdown]
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Oh, love to love you, baby

[Chorus]
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby
Ahaaw, I love to love you, baby

[Verse 1]
When you're laying so close to me
There's no place I'd rather you be
Than with me

[Chorus]
I love to love you, baby (Love to love you)
I love to love you, baby
I love to love you, baby

[Verse 2]
Do it to me again and again
You put me in such a awful spin
In a spin, in-uh
[Chorus]
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby
I love to love you, baby (Ah, honey)
I love to love you, baby (Love to love you baby)
I love to love you, baby (Ahh)Embed"
ML454,Donna Summer,I Feel Love,happy,"34 ContributorsI Feel Love Lyrics[Instrumental Intro]

[Verse 1]
Ooh, it's so good, it's so good
It's so good, it's so good, it's so good
Ooh, heaven knows, heaven knows
Heaven knows, heaven knows, heaven knows
Ooh, I feel love, I feel love
I feel love, I feel love, I feel love

[Chorus]
I feel love
I feel love

[Instrumental Break]

[Verse 2]
Ooh, fallin' free, fallin' free
Fallin' free, fallin' free, fallin' free
Ooh, you and me, you and me
You and me, you and me, you and me
Ooh, I feel love, I feel love
I feel love, I feel love, I feel love

[Chorus]
I feel love
I feel love
I feel love
I feel love...
You might also like[Instrumental Bridge]

[Verse 3]
Ooh, I'll get you, I'll get you
I'll get you, I'll get you, I'll get you
Ooh, what you do, what you do
What you do, what you do, what you do
Ooh, I feel love, I feel love
I feel love, I feel love, I feel love

[Chorus]
I feel love
I feel love
I feel love
I feel love
I feel love...

[Instrumental Outro]6Embed"
ML455,New Edition,Lost In Love,happy,"8 ContributorsLost In Love Lyrics[Verse 1: Ralph Tresvant]
Would you love me
When nights are cold?
Would you love me
When I grow old?
Would you care
When living's not easy?
Take me by surprise
And say you're there

Would you love me?
Give me one more chance
Would you love me?
Try and understand
Would you share
A life that is music?
Show me in your eyes
That you'll stay with me tonight

[Chorus: Ralph Tresvant, New Edition]
(I'm lost in love) I can't live without you
(I'm lost in love) All my dreams around you
I'm lost in love
And it's true
I can't live without you
Oh, no
You might also like[Verse 2: Ralph Tresvant]
Would you love me
When I'm in doubt?
Would you love me
Just to be around?
Would you share
My life that is music
Take me in your arms
And sing my melody

[Chorus: Ralph Tresvant, New Edition]
(I'm lost in love) I can't live without you
(I'm lost in love) All my dreams around you
And I'm lost in love
And it's true
I can't live without you
Oh, no

[Bridge: Ralph Tresvant, New Edition]
(And I'm lost in love)
Say you really want me
Love is a passion
It just can't hide
(And I'm lost in love)
Time and again and it hurts me
You'll be my reason
For starting again (Again)
[Chorus: Ralph Tresvant, New Edition]
(I'm lost in love) I can't live without you
(I'm lost in love) And all my dreams around you
(I'm lost in love) I can't live without you
(I'm lost in love) Baby, baby, baby, baby
(I'm lost in love) Baby, I can't live without you
(I'm lost in love)1Embed"
ML456,Duane Stephenson,Cottage In Negril,relaxed,"2 ContributorsCottage in Negril Lyrics[Intro]
Uh oh oh
Yeah

[Chorus]
From a little cottage in Negril
I wrote these lines to you
From a little cottage in Negril
I realized I love you still

[Verse 1]
From a little cottage on the hill
Way down west in Negril
This man sit
He sit, pining for your love
Gee wee, I miss you
How my lips wanna kiss you
I called you on the phone
To my suprise you were not home

[Chorus]
But, from a little cottage in Negril
I wrote these lines to you, yeah
From a little cottage in Negril
I realized I love you still
You might also like[Verse 2]
Brothers getting jade
Some sniffing cocaine
Some getting high
Licking sinsemilla pie
Some get high
Jamming sinsemilla cake
Then go west to watch sunset at Rick's Cafe

[Chorus]
But, from a little cottage in Negril
I wrote these lines to you
From a little cottage in Negril
I realized I love you still

[Musical Interlude]
I love you
I love you, baby
Oh yeah
Yeah aye eeh yeah

[Verse 3]
Brothers getting jade
Some hooked cocaine
Some getting high
Licking on the collie pie
Some get high
Jamming sinsemilla cake
Then go west to watch sunset at the Rick's Cafe
[Chorus]
But, from a little cottage in Negril
I wrote these lines to you
Oh
From a little cottage in Negril
I realized I love you still

[Outro]
Oh ooh oh
From a little cottage in Negril
I wrote these lines to you, yeah
From a little cottage in Negril
I realized I love you stillEmbed"
ML457,Beyonce,Dangerously In Love,happy,"37 ContributorsTranslationsPortuguêsDangerously In Love Lyrics[Intro]
I love you
I love you
I love you

[Verse 1]
Baby, I love you
You are my life
My happiest moments were incomplete if you weren't by my side
You're my relation, in connection to the sun
With you next to me, there's no darkness I can't overcome
You are my raindrops, I am the seed
With you, and God, who's my sunlight, I bloom and grow so beautifully
Baby, I'm so proud, proud to be your girl
You make the confusion go all away from this cold and messed up world

[Chorus]
I am in love with you, you set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave, just, just keep loving me
The way I love you, loving me
'Cause I am in love with you, you set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave, just keep loving me
The way I love you, loving me
You might also like[Verse 2]
And I know you love me
Love me for who I am
'Cause years before I became who I am
Baby, you were my man
I know it ain't easy, easy loving me
I appreciate the love and dedication from you to me
Later on in my destiny, I see myself having your child
I see myself being your wife, and I see my whole future in your eyes
The thought of all my love for you sometimes makes me wanna cry
I realize all my blessings, I'm grateful to have you by my side

[Chorus]
I am in love with you, you set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave, just, just keep loving me
The way I love you, loving me
'Cause I am in love with you, you set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave, just keep loving me
The way I love you, loving me

[Bridge]
Every time I see your face
My heart smiles
Every time, it feels so good
It hurts sometimes
Created in this world to love, to hold, to feel, to breathe, to live you
Dangerously in love
[Chorus]
I am in love with you, you set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave, just, just keep loving me
The way I love you, loving me
'Cause I am in love with you, you set me free
I can't do this thing called life without you here with me
'Cause I'm dangerously in love with you
I'll never leave, just keep loving me
The way I love you, loving me38Embed"
